,Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
1204,2013-08-21,Bank account or service,Savings account,Deposits and withdrawals,,2.288992661670403,-0.8106085751276496,Citibank,CA,93401.0,,89.5173992703696,Referral,2013-08-22,Closed with non-monetary relief,Yes,No,500439
1205,2013-08-01,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.5449414538083065,-1.1715555386836465,EverBank,TN,38002.0,,70.65200028228809,Web,2013-08-06,Closed with explanation,Yes,Yes,469071
1206,2013-08-01,Mortgage,Conventional fixed mortgage,Settlement process and costs,,2.6821768316760455,-1.318886250712423,JPMorgan Chase & Co.,CA,95125.0,,5.715522079504366,Web,2013-08-06,Closed with non-monetary relief,Yes,No,479264
1207,2013-07-26,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,1.3601105629391068,-0.9550221386684092,Ditech Financial LLC,NJ,7039.0,,89.05886664603896,Phone,2013-07-29,Closed with explanation,Yes,No,467539
1208,2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.5794982507697102,-0.7999031534973935,"Select Portfolio Servicing, Inc",CA,95608.0,,31.3348791181599,Referral,2013-09-04,Closed with explanation,Yes,No,490025
1209,2013-07-26,Credit reporting,,Improper use of my credit report,Received marketing offer after opted out,2.8422493366697315,-0.9069023466778704,"TransUnion Intermediate Holdings, Inc.",OH,44305.0,,11.038793073716539,Web,2013-07-26,Closed with explanation,Yes,No,467510
1210,2013-07-26,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,0.9267185813040553,-0.6535745411211626,Synchrony Financial,TX,77449.0,,15.852306207327894,Web,2013-07-26,Closed with non-monetary relief,Yes,No,467543
1211,2013-07-26,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,1.943074850586723,-1.0101880085089872,PNC Bank N.A.,OH,44065.0,,21.87155952009528,Web,2013-07-29,Closed with explanation,Yes,No,467546
1212,2013-08-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,0.6888644749080357,-3.513891303779684,"Carrington Mortgage Holdings, LLC.",AZ,85212.0,,54.44855677588103,Web,2013-08-22,Closed with explanation,Yes,No,499683
1213,2013-08-14,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,2.6748108974121108,-0.7435074693403417,ERC,TX,77584.0,,9.4665608212715,Phone,2013-08-15,Closed with non-monetary relief,Yes,No,489566
1214,2013-08-21,Mortgage,Other mortgage,"Application, originator, mortgage broker",,0.8950234363706132,-1.7828276091604638,LoanDepot,NC,28146.0,Older American,95.57653616332388,Phone,2013-08-22,Closed with explanation,Yes,No,499686
1215,2013-08-14,Credit card,,Other,,0.6617623975484905,-1.4958694620436954,Amex,TX,78729.0,,62.18376462981956,Web,2013-08-14,Closed with non-monetary relief,Yes,No,491253
1216,2013-08-01,Credit card,,Credit card protection / Debt protection,,2.0747641431124983,-0.7946238231226502,Bank of America,TX,75946.0,,70.67233526043901,Postal mail,2013-08-05,Closed with non-monetary relief,Yes,No,475025
1217,2013-08-08,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.5551402107779346,-0.6612497942028573,Nationstar Mortgage,CA,90005.0,,70.90886033987856,Postal mail,2013-08-12,Closed with explanation,Yes,No,484575
1218,2013-08-01,Bank account or service,Checking account,Problems caused by my funds being low,,1.2500069636230269,-1.507306852223782,Bank of America,GA,30305.0,,80.52270124461343,Web,2013-08-05,Closed with monetary relief,Yes,No,472350
1219,2013-08-14,Money transfers,Domestic (US) money transfer,Fraud or scam,,4.235611935201612,-0.7578731570091559,"PayPal Holdings, Inc.",NY,11553.0,,1.720546198871832,Web,2013-08-15,Closed with explanation,Yes,No,489547
1220,2013-07-26,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,0.9680422411603967,-1.0507623111273503,"Trident Asset Management, L.L.C.",PA,17043.0,,44.974965115746556,Web,2013-08-20,Closed with non-monetary relief,Yes,No,467560
1221,2013-08-14,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,1.1875282450735565,-0.7748446590255911,"Fidelity National Information Services, Inc. (FNIS)",TX,77077.0,,62.44435388512474,Web,2013-08-14,Closed with explanation,Yes,Yes,493342
1222,2013-07-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.0052591651453637,-1.0313575485066533,JPMorgan Chase & Co.,WI,53074.0,,68.52723053025058,Web,2013-07-29,Closed with explanation,Yes,No,467577
1223,2013-07-26,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,2.1889205978981625,-0.7648025630132596,"Citizens Financial Group, Inc.",MA,2126.0,,73.1227966766663,Phone,2013-07-29,Closed with explanation,Yes,Yes,467572
1224,2013-08-01,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,3.1086806399443345,-0.7640418962384252,Citibank,NC,28079.0,,14.082217200791264,Referral,2013-08-07,Closed with explanation,Yes,No,472364
1225,2013-08-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,2.8746794682696954,-0.5199494906921142,Bank of America,UT,84117.0,,48.23899527884747,Web,2013-08-22,Closed with explanation,Yes,No,499287
1226,2013-08-21,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.8880082037404944,-1.687045318567017,JPMorgan Chase & Co.,SC,29102.0,,16.693760148061635,Referral,2013-08-22,Closed with explanation,Yes,No,499954
1227,2013-08-14,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,1.9609454502881298,-0.566426918973813,"Eisenburg,Whitman and Associates",CA,91325.0,Servicemember,60.6291113616925,Web,2013-09-12,Closed with explanation,No,,491200
1228,2013-08-14,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,0.5847832541793229,-0.880340360434511,The Law Office of Daniel Slane,OH,45368.0,,30.5542288402759,Phone,2013-10-21,Closed with explanation,Yes,No,489675
1229,2013-08-14,Credit reporting,,Incorrect information on credit report,Account terms,1.1839741675978197,-0.925428482754342,Experian,NY,11949.0,,95.29286950022782,Web,2013-08-15,Closed with explanation,Yes,Yes,489661
1230,2013-07-26,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,0.7069661156314624,-3.235566597485693,Concord Servicing Corporation,GA,30075.0,,49.69425125574878,Web,2013-08-22,Closed with explanation,Yes,No,467589
1231,2013-08-14,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,0.9019666751068622,-0.9407785342741251,"PayPal Holdings, Inc.",VA,23417.0,,62.847338844303756,Web,2013-08-15,Closed with non-monetary relief,Yes,No,489680
1232,2013-08-14,Credit reporting,,Incorrect information on credit report,Information is not mine,1.5065363147059443,-1.6323971001110011,"TransUnion Intermediate Holdings, Inc.",IN,46307.0,,14.390112301331518,Postal mail,2013-09-20,Closed with explanation,Yes,No,493344
1233,2013-08-08,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,3.984092518299253,-1.7901552992409175,"Pressler & Pressler, LLP",FL,33442.0,,32.12834074268261,Referral,2013-08-13,Closed with explanation,Yes,Yes,483784
1234,2013-08-14,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,0.8384183178104989,-3.4852544369525265,Bank of America,CA,95609.0,,58.73792057977768,Referral,2013-08-16,Closed with explanation,Yes,No,488958
1235,2013-08-14,Bank account or service,Checking account,Problems caused by my funds being low,,1.89137346088022,-2.844765390755523,TD Bank US Holding Company,NH,3461.0,,99.17427641716634,Referral,2013-08-16,Closed with monetary relief,Yes,No,489581
1236,2013-08-01,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,3.12361276183933,-2.286810186963595,Citibank,OR,97220.0,,38.19992798097048,Referral,2013-08-06,Closed with explanation,Yes,No,472370
1237,2013-08-01,Bank account or service,Other bank product/service,"Account opening, closing, or management",,1.6869363713527772,-1.844650990916085,New York Community Bank,NJ,7002.0,,38.30275622087244,Referral,2013-08-07,Closed with explanation,Yes,No,472377
1238,2013-08-14,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,0.5299520872076556,-0.7955532488002263,M&T Bank Corporation,VA,20191.0,,13.592506632455759,Web,2013-08-15,Closed with explanation,Yes,No,489684
1239,2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.313951558331249,-1.3385917879319418,JPMorgan Chase & Co.,CA,92129.0,,70.75518796303233,Referral,2013-07-29,Closed with explanation,Yes,No,467602
1240,2013-08-14,Bank account or service,Checking account,Problems caused by my funds being low,,0.8687729290609166,-4.392055290022543,Wells Fargo & Company,NV,89169.0,,28.031205695472643,Referral,2013-08-16,Closed with monetary relief,Yes,No,489585
1241,2013-08-08,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,0.7719300499251146,-1.215835302223486,PNC Bank N.A.,IL,60453.0,,52.95633042698383,Web,2013-08-12,Closed with explanation,Yes,No,483798
1242,2013-07-26,Mortgage,Other mortgage,Other,,3.0296353091183583,-2.4791670755269175,Ocwen,IL,60419.0,,83.54860639927017,Referral,2013-07-29,Closed with explanation,Yes,No,468162
1243,2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.808146309128333,-1.4653486113071907,Ocwen,CA,91762.0,,91.39159842411355,Referral,2013-08-16,Closed with explanation,Yes,No,489595
1244,2013-08-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,0.7797312033866471,-1.568958115137481,JPMorgan Chase & Co.,FL,33708.0,Older American,22.699752190915675,Web,2013-08-22,Closed with monetary relief,Yes,No,501075
1245,2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.043940207496312,-0.5747729426559739,Nationstar Mortgage,TX,78212.0,,76.15357607558761,Referral,2013-08-06,Closed with explanation,Yes,No,475240
1246,2013-08-14,Mortgage,Other mortgage,Other,,5.18472254334306,-0.7767644398645982,Bank of America,CA,95821.0,,65.2960196430839,Referral,2013-08-16,Closed with explanation,Yes,No,489596
1247,2013-08-21,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,1.8741414976124724,-0.7343523689197817,"Monarch Recovery Holdings, Inc.",MS,39404.0,Servicemember,34.7986818517266,Postal mail,2013-10-16,Closed with non-monetary relief,No,No,499705
1248,2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.5701971417799958,-0.6504799298445765,"Select Portfolio Servicing, Inc",NV,89101.0,,98.95361959283971,Referral,2013-07-29,Closed with explanation,Yes,No,480221
1249,2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6693566079151496,-1.452003126248053,Loan Care,FL,33064.0,,4.956211810995578,Referral,2013-07-29,Closed with explanation,Yes,No,468222
1250,2013-07-26,Credit card,,Application processing delay,,0.5713961446604557,-0.5365038678983393,Citibank,MO,65556.0,,98.60558432211566,Referral,2013-07-29,Closed with explanation,Yes,No,467619
1251,2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.5359248756875963,-2.4605340847868495,PNC Bank N.A.,FL,34654.0,,65.68734708406646,Referral,2013-08-16,Closed with non-monetary relief,Yes,No,489922
1252,2013-07-26,Mortgage,Other mortgage,Other,,1.5525952601168953,-1.2071049136552934,Bank of America,TX,75123.0,,99.78853575679368,Referral,2013-07-29,Closed with explanation,Yes,No,479585
1253,2013-07-26,Credit reporting,,Incorrect information on credit report,Information is not mine,2.1264330516197196,-1.2534762749019221,Equifax,MI,48220.0,,93.78462558595372,Web,2013-07-26,Closed with non-monetary relief,Yes,No,466639
1254,2013-08-14,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,0.5891773830871442,-0.6938746859864325,TD Bank US Holding Company,NJ,7628.0,,90.63632969080184,Web,2013-08-15,Closed with monetary relief,Yes,Yes,489692
1255,2013-08-21,Credit reporting,,Incorrect information on credit report,Information is not mine,0.8842313080101938,-2.093045136867043,Equifax,AZ,85140.0,,97.49343136090943,Web,2013-08-21,Closed with non-monetary relief,Yes,No,499711
1256,2013-08-21,Credit card,,APR or interest rate,,0.9456206328989882,-5.312141686296536,Capital One,HI,96734.0,,24.78813515058553,Web,2013-08-21,Closed with monetary relief,Yes,No,498234
1257,2013-07-26,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,0.6278288112395766,-1.5988366136271046,JPMorgan Chase & Co.,NY,10024.0,,37.42500419680699,Web,2013-07-29,Closed with monetary relief,Yes,No,457477
1258,2013-08-01,Credit reporting,,Incorrect information on credit report,Account status,0.5705833472987667,-0.6308945204731973,Experian,ME,4401.0,,18.08895327247032,Web,2013-08-01,Closed with explanation,Yes,Yes,472404
1259,2013-08-08,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,1.7408608409243056,-1.5083265439467413,"NCB Management Services, Inc.",MI,63385.0,Older American,21.507697310234622,Phone,2013-08-12,Closed with non-monetary relief,Yes,No,483830
1260,2013-08-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,2.1777873098741103,-0.7874946295686591,Nationstar Mortgage,FL,33901.0,,81.30561837434789,Web,2013-08-22,Closed with explanation,Yes,No,499714
1261,2013-08-21,Bank account or service,Checking account,"Account opening, closing, or management",,0.9008810054616848,-0.8442689846696028,JPMorgan Chase & Co.,MA,2215.0,,53.090769279598625,Web,2013-08-26,Closed with monetary relief,Yes,No,499715
1262,2013-07-26,Credit card,,Overlimit fee,,1.8812604080193287,-0.9443650561401029,Capital One,MI,48505.0,,79.62874444371262,Web,2013-07-26,Closed with monetary relief,Yes,No,454719
1263,2013-08-14,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,0.8269025548039135,-1.2226386076820783,Wells Fargo & Company,PA,18062.0,,37.779276715746505,Referral,2013-08-16,Closed with explanation,Yes,No,489940
1264,2013-08-14,Credit reporting,,Incorrect information on credit report,Information is not mine,1.597353123707232,-1.7905608927175414,Equifax,IN,46307.0,,51.43893453165026,Postal mail,2013-09-20,Closed with non-monetary relief,Yes,No,489681
1265,2013-08-08,Bank account or service,Checking account,Deposits and withdrawals,,1.1237361711133815,-0.8251477554188967,JPMorgan Chase & Co.,CA,95403.0,,32.475162146513554,Referral,2013-08-12,Closed with explanation,Yes,No,484481
1266,2013-08-08,Consumer Loan,Vehicle loan,Managing the loan or lease,,1.3958737182258305,-4.125558729091022,JPMorgan Chase & Co.,CA,90501.0,,76.7433832638994,Referral,2013-08-12,Closed with explanation,Yes,Yes,484482
1267,2013-08-14,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,0.6365560814392794,-0.9028747332820891,United Portfolio Corp.,TX,78729.0,,8.235156545493771,Web,2013-08-16,Closed with non-monetary relief,Yes,No,489695
1268,2013-08-08,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,1.1515326637656982,-0.6032740612701791,United Student Aid (USA) Funds,,,,93.41835305991712,Phone,2013-09-10,Closed with explanation,Yes,No,483760
1269,2013-07-26,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,0.7289064534300171,-2.113398811736535,Equifax,GA,30213.0,,53.78083462289376,Web,2013-07-26,Closed with non-monetary relief,Yes,No,475609
1270,2013-08-14,Credit reporting,,Incorrect information on credit report,Account terms,1.002957164538389,-1.8817258177094134,"Fidelity National Information Services, Inc. (FNIS)",NY,11949.0,,82.24766051030512,Web,2013-08-15,Closed with explanation,Yes,Yes,489663
1271,2013-07-26,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,1.2116984822571855,-0.6777709837883292,"EOS Holdings, Inc.",CA,93444.0,,96.2161195219722,Referral,2013-07-30,Closed with explanation,Yes,No,467659
1272,2013-08-02,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,1.0068312256635357,-1.8410836533869483,Wells Fargo & Company,CA,92706.0,,37.38749303317715,Web,2013-08-07,Closed with monetary relief,Yes,No,472434
1273,2013-08-14,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.9498245424335789,-2.560381261053002,Bank of America,AL,36083.0,Older American,69.91149923471065,Web,2013-08-14,Closed with explanation,Yes,Yes,489611
1274,2013-08-14,Credit reporting,,Incorrect information on credit report,Information is not mine,2.474972893548767,-2.310765294676303,Equifax,NJ,7836.0,,12.298094530875245,Web,2013-08-14,Closed with non-monetary relief,Yes,No,488924
1275,2013-08-08,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,1.531568434900927,-0.5378261271390137,"Navient Solutions, Inc.",GA,30141.0,,26.90056927891495,Web,2013-08-12,Closed with monetary relief,Yes,No,483855
1276,2013-08-14,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.7866636292150802,-0.8462840177609307,PNC Bank N.A.,CO,80602.0,,62.56603006798836,Web,2013-08-14,Closed with explanation,Yes,No,492263
1277,2013-08-08,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,0.8288818333698758,-1.0662058544480377,Bank of America,NH,3304.0,,88.28623583026986,Web,2013-08-13,Closed with explanation,Yes,Yes,483857
1278,2013-07-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,2.9703657014086553,-0.5499838089224478,Arvest Bank,IN,60156.0,,15.995427770729586,Web,2013-07-29,Closed with explanation,Yes,No,467672
1279,2013-08-21,Consumer Loan,Personal line of credit,Account terms and changes,,2.39621887438834,-3.818959200008816,Wells Fargo & Company,NC,27615.0,,95.0172905437222,Phone,2013-09-25,Closed with explanation,Yes,Yes,499724
1280,2013-08-08,Credit reporting,,Incorrect information on credit report,Public record,0.6441089961689167,-0.7882889478361443,Equifax,LA,70814.0,,34.95901345199644,Web,2013-08-08,Closed with non-monetary relief,Yes,No,482697
1281,2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.7069196614812592,-2.8933392178617354,Bank of America,NY,10601.0,,30.12296249671767,Postal mail,2013-08-15,Closed with explanation,Yes,No,489613
1282,2013-08-21,Credit card,,Billing disputes,,0.8500402567923717,-0.866629391049894,JPMorgan Chase & Co.,FL,33308.0,,66.17408639685608,Referral,2013-09-17,Closed with explanation,Yes,No,499727
1283,2013-08-02,Credit card,,Forbearance / Workout plans,,0.9356868497196951,-2.1584299870010284,Synchrony Financial,NJ,8801.0,,29.77328060809864,Web,2013-08-05,Closed with monetary relief,Yes,No,467575
1284,2013-08-02,Credit card,,Billing disputes,,0.6666211438932893,-0.7048426073644507,Capital One,TX,75254.0,,42.56868753124912,Web,2013-08-01,Closed with monetary relief,Yes,No,461878
1285,2013-08-21,Credit card,,Billing disputes,,1.5825032715441638,-0.6105697427277531,Capital One,AL,35210.0,,42.728171875095036,Phone,2013-08-22,Closed with explanation,Yes,No,499731
1286,2013-08-21,Bank account or service,Checking account,Deposits and withdrawals,,0.6658320137345145,-0.8538598314701735,Bank of America,FL,32809.0,,25.85827822784011,Web,2013-08-22,Closed with explanation,Yes,No,499732
1287,2013-08-02,Mortgage,FHA mortgage,Credit decision / Underwriting,,1.0656311764302877,-1.0855761497706482,Bank of America,TX,76135.0,,93.86039388059571,Web,2013-08-06,Closed with explanation,Yes,Yes,457935
1288,2013-08-14,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,2.2216594564375223,-0.5656909468440269,"Portfolio Recovery Associates, Inc.",FL,33472.0,Older American,13.832373256475124,Postal mail,2014-06-02,Closed with explanation,Yes,No,489705
1289,2013-08-21,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,2.9970887867355236,-1.4395978772799363,Bank of America,PA,19055.0,,46.09448139941761,Web,2013-08-22,Closed with explanation,Yes,Yes,499734
1290,2013-07-26,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,4.813914253184626,-0.5216419262982589,"Retrieval-Masters Creditors Bureau, Inc.",NJ,7508.0,,37.22783965552168,Phone,2013-08-01,Closed with explanation,Yes,No,467712
1291,2013-08-02,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,0.7597565793795069,-0.8717788235004291,Bank of America,PA,15717.0,,18.446370960885478,Web,2013-08-06,Closed with explanation,Yes,No,472473
1292,2013-08-02,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,1.6524849137490578,-1.1620905874054372,Selene Finance,NJ,8759.0,,63.023476012897284,Referral,2013-08-06,Closed with explanation,Yes,No,472480
1293,2013-08-08,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.7231214304750444,-1.393400980837593,LCS Financial Corporation,CA,92591.0,,93.36308053402709,Web,2013-08-29,Closed with explanation,Yes,No,484573
1294,2013-08-08,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,1.5913279880821727,-2.839099549938984,Ditech Financial LLC,GA,30152.0,,33.37675701293691,Web,2013-08-08,Closed with explanation,Yes,No,483920
1295,2013-08-02,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,1.85210569469329,-2.563972865869468,Wells Fargo & Company,OK,74126.0,Older American,90.09095412280514,Web,2013-08-06,Closed with explanation,Yes,Yes,460388
1296,2013-08-02,Bank account or service,Checking account,Deposits and withdrawals,,0.7151724984732417,-0.6163445994395337,Capital One,LA,70004.0,,23.45843468501596,Web,2013-08-05,Closed with explanation,Yes,No,472482
1297,2013-07-26,Bank account or service,Checking account,Problems caused by my funds being low,,0.8783811807166575,-0.6111189692061864,FirstMerit Bank,MI,48642.0,,69.29968735934,Web,2013-09-05,Closed with monetary relief,Yes,No,467736
1298,2013-08-21,Credit reporting,,Incorrect information on credit report,Personal information,0.6999644846215389,-0.7005143327192782,Equifax,GA,30228.0,,36.34907167731025,Web,2013-08-21,Closed with non-monetary relief,Yes,No,499745
1299,2013-08-02,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,2.8171585093441127,-1.656700084480813,CIT Bank National Association,CA,91202.0,,93.93049989759186,Web,2013-08-06,Closed with explanation,Yes,No,479310
1300,2013-08-02,Credit card,,Credit card protection / Debt protection,,0.7508542444238753,-1.8576599101814777,Capital One,MA,1773.0,Older American,85.41380895240228,Web,2013-08-05,Closed with non-monetary relief,Yes,Yes,472489
1301,2013-07-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,1.2013979735964728,-1.8813868151085325,Bank of America,CA,90008.0,,44.94140510524892,Phone,2013-07-29,Closed with explanation,Yes,Yes,473027
1302,2013-08-02,Consumer Loan,Installment loan,Managing the loan or lease,,1.939341827679105,-3.5096902031573953,PNC Bank N.A.,OH,44107.0,,37.74595097552548,Web,2013-08-05,Closed with explanation,Yes,Yes,472490
1303,2013-08-02,Credit reporting,,Incorrect information on credit report,Account terms,1.2616593933712905,-1.1876378183921097,Equifax,TX,75205.0,,13.231618799271866,Web,2013-08-02,Closed with non-monetary relief,Yes,No,472492
1304,2013-08-21,Credit card,,Billing disputes,,2.1939768640779507,-0.5953626183137418,Capital One,PA,16433.0,Older American,46.42434541631712,Referral,2013-08-22,Closed with monetary relief,Yes,No,499752
1305,2013-07-26,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,1.0123108228723585,-1.5731403685607228,Citibank,GA,30331.0,,1.5335166046103186,Web,2013-08-01,Closed with explanation,Yes,No,467753
1306,2013-07-26,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,1.0648874058159272,-0.539293892765697,SquareTwo Financial Corporation,GA,30106.0,,49.003587417368145,Web,2013-07-26,Closed with explanation,Yes,Yes,467755
1307,2013-08-21,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,0.9982266740511052,-2.135972012758648,Encore Capital Group,OR,97701.0,,66.26746177066973,Phone,2013-08-22,Closed with explanation,Yes,No,499720
1308,2013-08-14,Credit card,,Credit determination,,0.7047698936590848,-1.289559624255404,Synchrony Financial,GA,31811.0,Older American,36.63762783617009,Web,2013-08-14,Closed with explanation,Yes,No,489722
1309,2013-08-14,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,0.9704052981740025,-0.5653443158048355,Experian,CA,93012.0,,46.18680109220086,Web,2013-08-16,Closed with explanation,Yes,No,489723
1310,2013-08-08,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.1821212784807391,-0.7880759620823987,Ocwen,CA,92410.0,,67.68064076713796,Referral,2013-08-19,Closed with explanation,Yes,No,484485
1311,2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.2167071382921995,-0.823697007864318,PNC Bank N.A.,OH,45420.0,,45.50897429661438,Referral,2013-08-06,Closed with explanation,Yes,No,473597
1312,2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.9291772614204967,-1.2190575543083517,Bank of America,CA,92107.0,,64.16187335232766,Referral,2013-08-06,Closed with explanation,Yes,No,473603
1313,2013-08-14,Credit card,,Late fee,,0.646091890752801,-0.5067802530638598,Bank of America,NY,10024.0,,12.893986367016742,Web,2013-08-20,Closed with monetary relief,Yes,No,492446
1314,2013-08-21,Bank account or service,Checking account,Deposits and withdrawals,,2.2923711833862477,-0.6113339760714191,JPMorgan Chase & Co.,WI,53719.0,,82.55208818174023,Referral,2013-08-22,Closed with explanation,Yes,No,499749
1315,2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,3.396603037124597,-2.91821571983662,Bank of America,FL,34109.0,,56.19731952328511,Referral,2013-08-06,Closed with non-monetary relief,Yes,No,472498
1316,2013-08-14,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,0.7963803273585145,-0.7213540315101633,Fifth Third Financial Corporation,OH,43560.0,,85.41401242457177,Web,2013-08-21,Closed with explanation,Yes,No,489727
1317,2013-08-02,Bank account or service,Checking account,Using a debit or ATM card,,1.2010349274676837,-0.5579803461633185,BB&T Financial,AL,35215.0,,27.311465080207064,Referral,2013-08-12,Closed with explanation,Yes,No,472504
1318,2013-08-14,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,0.9299020577508974,-0.7674211882759276,First Tennessee Bank,CA,95667.0,Older American,16.777519822343006,Web,2013-08-15,Closed with explanation,Yes,Yes,490918
1319,2013-07-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.9915268551641458,-0.7113985103102474,Bank of America,NY,11758.0,,32.63989093419541,Web,2013-07-29,Closed with non-monetary relief,Yes,Yes,467778
1320,2013-08-14,Mortgage,VA mortgage,Settlement process and costs,,4.076349633936843,-0.7317519229151147,Bank of America,KY,40213.0,Servicemember,84.12017055341096,Web,2013-08-15,Closed with explanation,Yes,No,489729
1321,2013-07-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.6237154322646825,-0.7476410492713177,CIT Bank National Association,IL,62269.0,,76.33272809635014,Web,2013-07-29,Closed,Yes,No,467780
1322,2013-08-08,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,1.1762953828849905,-1.081324005798746,Capital One,FL,33013.0,,2.2307630936660985,Referral,2013-08-09,Closed with explanation,Yes,No,483948
1323,2013-08-02,Credit reporting,,Incorrect information on credit report,Account status,0.8346984763388675,-0.9270404666897993,"TransUnion Intermediate Holdings, Inc.",FL,32578.0,,76.77389955592183,Web,2013-08-02,Closed with explanation,Yes,No,472518
1324,2013-08-02,Credit reporting,,Incorrect information on credit report,Account status,1.3165266439035248,-0.7364225025929855,Experian,FL,32578.0,,75.377730076782,Web,2013-08-02,Closed with non-monetary relief,Yes,No,472516
